No.,0_Steering_Wheel,1_Throttle,3_Steering_Wheel,4_Throttle,6_Steering_Wheel,105_Steering_Wheel,144_Steering_Wheel,147_Steering_Wheel,148_Throttle,P_vector_1,P_vector_2,P_vector_3,P_vector_4,Emotion_Real
5428,0.187672612,0,0.187672612,0,0.187672612,0.135370327,0.172289578,0.172289578,0,0.000152992,9.01E-09,0.99984694,1.57E-10,2
5436,-0.304584125,0.818887293,-0.304584125,0.818887293,-0.304584125,-1.326105448,-0.541487199,-0.541487199,0.887295485,0.011718827,1.80E-09,0.9882812,1.26E-08,2
5437,-1.54767494,0,-1.54767494,0,-1.54767494,-1.563062359,-1.563062359,-1.563062359,0,0.001409002,6.10E-07,0.9985904,2.16E-09,2
5451,2.609658463,1,2.535761877,1,2.535761877,2.409529665,2.926837348,3.549087711,1,0.083009265,1.36E-07,0.9169905,9.91E-08,2
5452,-0.409190017,1,-0.295354243,1,-0.295354243,0.541487199,0.889164158,0.889164158,1,0.1645174,1.99E-07,0.83548236,4.29E-09,2
5457,-3.50903276,1,-3.50903276,1,-3.290293717,-1.584604882,-0.77532068,-0.77532068,1,0.14760937,4.38E-07,0.8523903,1.19E-08,2
5466,1.015318271,0.923923969,1.015318271,0.923923969,1.015318271,1.258406899,1.258406899,1.289178749,0.98551482,0.012257565,1.70E-08,0.9877422,1.78E-07,2
5475,3.299535592,1,3.299535592,1,3.299535592,3.31185775,3.31185775,3.31185775,0.449417353,0.031338792,4.50E-06,0.9686563,5.05E-07,2
5476,-0.661479635,1,-0.661479635,1,-0.661479635,-0.63686562,-0.098451108,-0.098451108,1,0.001066914,0.00016751,0.99876106,4.51E-06,2
5478,-3.3056965,0.864045799,-3.265649402,0.864045799,-3.265649402,-3.11779375,-2.902199519,-2.541919883,0.864045799,3.52E-05,3.04E-05,0.9999317,2.78E-06,2
5488,0.65532611,0.956546843,0.65532611,0.956546843,0.69224726,0.449186628,0.092297914,0.092297914,0.643682837,0.002062055,7.81E-06,0.99792814,1.94E-06,2
5492,-2.184797009,0.929438055,-2.2833065,0.943087399,-2.2833065,-2.541919883,-2.612737552,-2.612737552,1,0.000294007,2.26E-06,0.9997031,5.54E-07,2
5493,-1.427656044,0.125655934,-1.44304278,0.125655934,-1.44304278,-1.4892035,-1.541520007,-1.541520007,0.435562819,0.0010394,6.69E-05,0.99887365,2.01E-05,2
5510,5.779336825,0.672789395,5.779336825,0.672789395,5.779336825,5.779336825,5.76698155,5.683588903,0.784378171,0.000754468,1.05E-05,0.99923193,3.01E-06,2
5516,0.427649952,0.88441962,0.427649952,0.88441962,0.427649952,0.393806738,0.387653426,0.387653426,0.88441962,5.69E-05,1.84E-07,0.9999428,1.85E-07,2
5517,4.183997213,0.861099899,4.183997213,0.861099899,4.183997213,5.946152847,5.946152847,5.9677797,0.864045799,1.95E-05,2.78E-06,0.999977,7.28E-07,2
5525,1.141476139,1,0.69224726,1,0.69224726,-6.171725735,-4.036023431,-4.036023431,1,0.000816206,1.18E-06,0.99918014,2.51E-06,2
5532,0.390730082,0,0.390730082,0,0.390730082,0.292277608,0.292277608,0.292277608,0,0.001860831,1.00E-05,0.99812454,4.64E-06,2
5537,-1.043011118,0,-1.043011118,0,-1.043011118,-1.043011118,-1.043011118,-1.043011118,0,0.002062963,6.17E-08,0.9979367,2.95E-07,2
5541,1.239943891,0,1.239943891,0,1.239943891,0.132293725,-0.90147172,-0.90147172,0,4.97E-05,2.97E-09,0.9999502,6.04E-08,2
5545,-2.295620635,0.368129671,-2.295620635,0.368129671,-2.295620635,-1.603070024,-1.624612888,-1.624612888,0.368129671,0.000906727,1.90E-08,0.99909294,3.73E-07,2
5558,-1.046088072,0.872830033,-1.046088072,0.872830033,-1.046088072,-1.046088072,-0.443033274,-0.443033274,0.995837271,0.00062501,1.67E-08,0.99937433,6.56E-07,2
5575,1.141476139,0,1.141476139,0,1.141476139,1.101474449,1.101474449,1.101474449,0,0.004207177,5.20E-07,0.9957918,4.55E-07,2
5576,-2.267914131,0.079733536,-2.267914131,0.079733536,-2.267914131,-2.557314813,-2.695875329,-2.695875329,0.106241122,0.002081471,2.71E-06,0.9979113,4.60E-06,2
5578,51.19022667,0.758484423,51.19022667,0.758484423,51.19022667,52.96062962,53.23595547,53.23595547,0.990689814,7.66E-07,2.80E-09,0.9999993,1.10E-09,2
5579,-2.187875244,0.91280061,-2.187875244,0.91280061,-2.187875244,-2.187875244,-2.187875244,-2.187875244,0.91280061,4.78E-05,8.59E-08,0.9999521,5.95E-08,2
5588,5.998676766,0.507278681,5.998676766,0.507278681,5.998676766,5.924525993,5.844205094,5.782425302,0.507278681,4.06E-05,1.58E-07,0.9999591,1.84E-07,2
5595,-2.517288371,1,-2.517288371,1,-2.335641785,-1.464584449,-1.464584449,-1.464584449,1,0.000588244,4.46E-07,0.99940944,1.91E-06,2
5602,5.838026774,0,5.838026774,0,6.997422637,36.2571466,52.78021283,59.46383919,0,0.2572901,0.001150014,0.7415509,9.03E-06,2
5606,-1.972402558,0,-1.972402558,0,-1.972402558,-1.947778557,-1.92623262,-1.92623262,0,0.11548429,5.21E-06,0.8845073,3.23E-06,2
5621,1.304564802,0.993267,1.147630304,0.993267,1.147630304,-0.646095887,-0.609174993,-0.609174993,0.993267,0.000684933,9.48E-05,0.9992198,4.40E-07,2
5622,0.304584125,0,0.304584125,0,0.304584125,0.298430877,0.298430877,0.298430877,0,0.00093726,0.000387231,0.99867034,5.16E-06,2
5627,-2.187875244,0.901547909,-2.187875244,0.901547909,-2.187875244,-2.187875244,-2.187875244,-2.187875244,0.91280061,6.63E-05,0.000227719,0.9997056,3.43E-07,2
5638,-0.427649952,1,-0.116910713,1,-0.116910713,1.479971356,1.304564802,1.304564802,0.993267,0.004190968,0.000421343,0.9953876,8.67E-08,2
5661,-2.843686767,0.915593445,-2.843686767,0.915593445,-2.843686767,-1.344568967,-0.483030055,-0.483030055,0.915593445,4.92E-08,5.36E-06,0.49532136,0.50467324,2
5666,31.24294507,1,27.99434204,1,27.99434204,-12.10218286,-16.81074052,-16.81074052,1,5.28E-08,4.53E-06,0.49552453,0.5044709,2
5667,-0.77532068,0.982916951,-0.77532068,0.982916951,-0.77532068,-0.759936676,-0.156906555,-0.156906555,0.980312049,1.06E-07,1.90E-06,0.48690665,0.5130914,2
5669,9.360585877,0.800216854,9.360585877,0.800216854,9.659119351,12.44667886,13.48542471,13.48542471,0.800216854,4.35E-07,7.97E-06,0.4868001,0.51319146,2
5670,5.414943601,1,5.414943601,1,5.414943601,7.96992362,7.951325154,7.951325154,1,1.04E-08,5.14E-07,0.4877567,0.51224285,2
5672,0.658402894,0,0.658402894,0,0.658402894,-0.701477612,-1.43073334,-1.43073334,0,1.22E-08,2.22E-07,0.48547748,0.51452225,2
5676,44.5484938,0.240343273,44.5484938,0.240343273,44.5484938,40.95959969,11.08939852,11.08939852,0.223117679,3.70E-08,5.62E-07,0.48479292,0.51520646,2
5677,-1.178401215,0.849225879,-1.350723474,0.8462345,-1.350723474,-2.000104965,-1.769262443,-1.769262443,0.8462345,5.93E-08,1.92E-06,0.48795944,0.5120386,2
5683,4.042188777,0.284833223,4.042188777,0.199662626,4.042188777,7.845944091,5.661970243,5.661970243,0.98551482,3.60E-08,2.49E-06,0.48990124,0.5100963,2
5685,0.873779727,0.458544701,0.873779727,0.458544701,0.873779727,-1.990870772,-1.824662477,-1.824662477,0.193708956,9.94E-09,3.79E-06,0.49697024,0.50302595,2
5700,1.123013729,0,1.119936689,0,1.119936689,1.68308723,1.987792708,1.987792708,0,1.27E-08,9.50E-06,0.4894296,0.51056087,2
5701,-1.544597388,0.024407953,-1.544597388,0.024407953,-1.544597388,-1.43073334,-0.959933089,-0.959933089,0.059365198,1.10E-07,8.35E-06,0.49273497,0.5072566,2
5707,-1.239943891,1,-1.239943891,1,-1.239943891,-1.283024328,-1.283024328,-1.283024328,1,5.59E-09,9.59E-07,0.49289906,0.5071,2
5711,-2.249443185,0,-2.249443185,0,-2.249443185,-0.993779503,0.446109972,0.446109972,0,3.74E-08,5.64E-07,0.48611695,0.51388246,2
5715,-4.036023431,1,-4.036023431,1,-4.449171648,-2.763620396,-0.479953357,-0.479953357,1,2.28E-08,5.14E-07,0.4872816,0.51271796,2
5722,-1.569217293,0.78117913,-1.569217293,0.78117913,-1.569217293,-1.569217293,-1.569217293,-1.569217293,0.932183385,1.44E-08,4.85E-07,0.4893948,0.5106047,2
5725,-3.798692751,1,-3.798692751,1,-3.798692751,-2.899119918,-2.97919363,-2.97919363,1,1.42E-07,4.26E-06,0.49023083,0.50976473,2
5728,3.382713827,0.093078084,3.382713827,0.093078084,3.382713827,3.7247301,3.900399461,3.900399461,0.257267594,1.97E-07,3.22E-06,0.48657784,0.5134187,2
5731,1.458429687,1,1.458429687,1,1.458429687,-3.422764681,-4.171665154,-4.171665154,1,2.63E-06,4.73E-05,0.44280675,0.55714333,2
5741,-1.710786052,0,-1.710786052,0,-1.710786052,-1.710786052,-1.710786052,-1.710786052,0,2.10E-06,6.07E-05,0.4610911,0.538846,2
5745,-2.187875244,0.932183385,-2.187875244,0.932183385,-2.187875244,-2.557314813,-2.702033847,-2.702033847,0.940372884,2.26E-07,1.89E-06,0.4815777,0.5184202,2
5757,-0.738399018,0,-0.738399018,0,-0.738399018,-0.738399018,-0.738399018,-0.738399018,0.106241122,8.07E-08,5.56E-06,0.49159718,0.5083971,2
5761,-2.520367289,0,-2.520367289,0,-2.520367289,-2.335641785,-1.563062359,-1.563062359,0.002827748,1.88E-08,7.52E-07,0.49052158,0.5094776,2
5768,-1.969324494,0.38787514,-1.969324494,0.38787514,-1.969324494,-1.907765088,-1.907765088,-1.907765088,0.38787514,2.77E-07,3.24E-06,0.48746094,0.5125356,2
5769,0.270741252,0,0.270741252,0,0.270741252,0.270741252,0.270741252,0.270741252,0,3.17E-07,3.13E-06,0.462111,0.53788555,2
5772,-14.75158439,0.887295485,-14.75158439,0.887295485,-14.75158439,-15.0926662,-11.05194074,-11.05194074,0.875740469,1.02E-06,2.50E-06,0.4587857,0.5412108,2
5778,2.754382277,0.515878677,2.754382277,0.515878677,2.754382277,2.631212253,2.387978777,2.387978777,1,1.39E-07,2.52E-06,0.48870957,0.51128775,2
5793,1.661543854,1,1.661543854,1,1.661543854,-3.136274768,-3.767874211,-3.767874211,1,1.52E-07,2.42E-06,0.48815164,0.5118457,2
5806,-3.487465314,0.982916951,-3.465897867,0.982916951,-3.465897867,-2.846766367,-3.136274768,-3.136274768,0.982916951,4.97E-08,6.51E-07,0.48847416,0.51152515,2
5809,2.412608412,0.199662626,2.412608412,0.199662626,2.412608412,0.21536213,-0.132293725,-0.135370327,0.268388242,3.72E-07,2.85E-06,0.48414093,0.51585585,2
5813,0.329197201,0,0.169212976,0,0.169212976,-2.154013807,-5.581677682,-5.581677682,0.561859071,1.30E-07,4.59E-06,0.4894744,0.51052094,2
5816,-2.070901465,0,-2.070901465,0,-2.070901465,-1.972402558,-1.972402558,-1.972402558,0,9.15E-09,3.06E-07,0.48675346,0.5132463,2
5832,0.378423459,0,0.378423459,0,0.378423459,0.378423459,0.387653426,0.387653426,0,3.10E-07,4.91E-06,0.48529547,0.51469934,2
5839,2.409529665,0,2.409529665,0,2.409529665,1.898531237,1.886219663,1.88314177,0,2.21E-07,1.79E-06,0.48428684,0.5157112,2
5843,1.255329689,0.964533627,1.255329689,0.964533627,1.255329689,1.258406899,1.470739212,1.470739212,0.988105774,2.86E-08,3.52E-07,0.48567942,0.5143202,2
5844,1.406114716,0,1.406114716,0,1.406114716,1.141476139,1.129167894,1.126090854,0,2.85E-08,8.39E-07,0.4877255,0.5122736,2
5848,-1.744640661,0,-1.744640661,0,-1.744640661,-1.744640661,-1.744640661,-1.744640661,0.031522881,3.22E-08,5.00E-07,0.4871324,0.5128671,2
5861,-3.182478677,0.74194181,-3.182478677,0.74194181,-3.182478677,-3.891153148,-5.198859775,-5.198859775,0.790744781,1.95E-08,8.03E-07,0.49135995,0.5086393,2
5863,54.8154587,0.78117913,54.8154587,0.78117913,54.8154587,55.0538348,55.0538348,55.10827613,0.982916951,7.01E-09,3.89E-07,0.49172047,0.50827926,2
5867,-4.57253355,1,-4.57253355,1,-4.57253355,-1.726174495,0.049225544,0.37227019,1,1.91E-08,5.13E-07,0.48860464,0.5113949,2
5870,-1.406114716,0,-1.406114716,0,-1.406114716,-1.363032573,-1.344568967,-1.406114716,0,1.94E-08,1.36E-06,0.49510887,0.50488967,2
5875,122.3330966,0.993267,122.3330966,0.993267,122.3330966,145.5768454,149.0944785,147.9564985,0.998400807,9.53E-08,1.22E-06,0.482531,0.51746774,2
5878,18.28106064,0.144688889,20.43118859,0.144688889,20.43118859,30.28784554,34.40539576,36.05448567,0.138386071,5.37E-08,3.12E-06,0.48244947,0.5175473,2
5886,-0.535333802,0.038558919,-0.535333802,0.038558919,-0.535333802,-0.535333802,-0.535333802,-0.535333802,0.038558919,4.03E-08,6.67E-07,0.45259172,0.54740757,2
5890,1.07993517,0,1.07993517,0,1.07993517,2.243286374,2.243286374,2.243286374,0,3.68E-07,4.51E-06,0.41202906,0.58796614,2
5895,1.741562938,0,1.741562938,0,1.741562938,1.741562938,1.741562938,1.741562938,0,3.30E-07,8.69E-06,0.46694183,0.5330492,2
5901,-1.710786052,0,-1.710786052,0,-1.710786052,-1.710786052,-1.710786052,-1.710786052,0,1.42E-07,2.96E-06,0.48298988,0.51700705,2
5902,-2.794414694,0.993267,-2.794414694,0.993267,-2.520367289,-2.535761877,-2.061667102,-2.061667102,0.993267,7.80E-08,4.73E-07,0.2107048,0.78929466,2
5904,-16.39130439,0.998400807,-16.39130439,0.998400807,-16.39130439,-16.39447822,-16.40082862,-16.40082862,0.995837271,3.29E-07,6.76E-07,0.16111624,0.8388827,2
5905,-1.603070024,0.88441962,-1.603070024,0.88441962,-1.578449778,1.406114716,1.406114716,1.406114716,0.88441962,1.08E-07,8.10E-07,0.26291782,0.7370812,2
5909,13.548295,1,13.548295,1,11.78929544,-3.53984413,-5.51065704,-6.63237662,0,4.64E-07,2.65E-06,0.29486787,0.70512897,2
5911,2.150935401,0.578051984,2.150935401,0.578051984,2.150935401,1.753873829,1.347646178,1.347646178,0.774749041,2.25E-08,4.44E-08,0.10241661,0.8975834,2
5919,0.978394731,0,0.978394731,0,0.978394731,0.612251734,0.507643558,0.507643558,0,2.79E-11,1.45E-10,0.45382744,0.5461725,2
5922,-1.436888017,1,-1.436888017,1,-1.436888017,-1.418423985,-0.646095887,-0.646095887,1,7.95E-08,4.79E-08,0.30868438,0.6913154,2
5926,0.009229788,0.002827748,0.009229788,0.002827748,0.009229788,0.252281509,0.249204896,0.249204896,0.079733536,6.50E-07,6.59E-07,0.27379417,0.7262044,2
5933,6.858184404,0.990689814,6.858184404,0.990689814,6.858184404,6.177906787,6.177906787,6.177906787,1,4.70E-07,1.62E-07,0.9999858,1.35E-05,2
5934,-1.304564802,1,-1.043011118,1,-1.043011118,-0.661479635,-0.535333802,-0.535333802,1,4.83E-08,8.42E-08,0.99999845,1.50E-06,2
5938,2.409529665,0,2.409529665,0,2.409529665,1.889297557,1.861596516,1.861596516,0,7.24E-07,5.03E-07,0.9999814,1.74E-05,2
5951,0.289200995,0.995837271,0.289200995,0.995837271,0.289200995,0.630712138,0.66763316,0.66763316,0.995837271,3.83E-07,1.43E-07,0.99999833,1.16E-06,2
5952,-2.378742707,0.458544701,-2.378742707,0.458544701,-2.378742707,0.553794036,0.553794036,0.553794036,0.099681988,2.20E-08,2.60E-08,0.9999982,1.73E-06,2
5954,-1.54767494,0,-1.54767494,0,-1.54767494,-1.563062359,-1.563062359,-1.563062359,0,1.48E-07,1.96E-07,0.9999988,8.70E-07,2
5960,0.11383411,1,0.11383411,1,0.11383411,-0.21536213,-0.21536213,-0.21536213,1,1.08E-06,1.46E-06,0.9999963,1.13E-06,2
5963,-2.347956261,0.940372884,-2.347956261,0.940372884,-2.347956261,-2.335641785,-1.652311027,-1.652311027,0.88441962,6.22E-08,3.01E-07,0.9999993,2.64E-07,2
5966,-2.939156091,0.953869879,-2.939156091,0.953869879,-2.939156091,-2.939156091,-2.939156091,-2.939156091,0.940372884,2.14E-07,8.24E-07,0.9999943,4.66E-06,2
5976,0.412266673,0,0.415343329,0,0.415343329,0.415343329,0.415343329,0.415343329,0,6.37E-07,4.56E-06,0.9999925,2.33E-06,2
5977,0.65532611,0.368129671,0.65532611,0.368129671,0.65532611,0.65532611,0.65532611,0.65532611,0,1.63E-07,3.06E-07,0.9999949,4.67E-06,2
5982,56.55517217,0.251658976,56.55517217,0.251658976,56.55517217,52.89498975,43.64296832,39.49552617,0.234635413,7.26E-08,1.51E-06,0.99999714,1.28E-06,2
5989,-1.963168536,0.878642201,-1.963168536,0.878642201,-1.963168536,-2.846766367,-3.086992623,-3.234844861,0.91280061,4.33E-07,6.90E-08,0.99999833,1.10E-06,2
5990,-1.043011118,0,-1.043011118,0,-1.043011118,-1.043011118,-1.043011118,-1.043011118,0,6.96E-09,2.43E-08,0.9999994,5.72E-07,2
6009,-1.064550141,0.017267888,-0.723015099,0,-0.723015099,-0.723015099,-0.803012162,-0.803012162,0.017267888,8.28E-09,1.15E-08,0.99999964,3.54E-07,2
6010,-2.960714661,0.038558919,-2.960714661,0.038558919,-2.812891615,-2.680479033,-4.591039149,-4.591039149,1,8.47E-08,4.74E-07,0.9999968,2.64E-06,2
6013,0.781474333,1,0.781474333,1,4.153167407,13.58916697,11.78929544,11.78929544,1,7.47E-07,1.81E-06,0.9999951,2.41E-06,2
6017,-0.316890663,0,-0.316890663,0,-0.316890663,-0.316890663,-0.744552586,-0.744552586,0.045544166,4.80E-08,5.47E-07,0.99999595,3.56E-06,2
6018,17.73464937,0.524402857,17.73464937,0.524402857,17.73464937,18.85437711,19.06612252,19.06612252,0.628794491,6.87E-09,1.33E-08,0.99999976,2.78E-07,2
6020,-0.396883394,1,0.009229788,1,0.009229788,0.519950309,0.172289578,-0.193825838,1,9.75E-15,3.22E-08,1,1.66E-09,2
6021,-0.612251734,0.993267,-0.612251734,0.993267,-0.609174993,0.227668583,0.196902451,0.196902451,0.990689814,3.71E-14,6.13E-07,0.9999994,2.63E-09,2
6026,34.99636223,1,34.99636223,1,34.99636223,-17.06209056,-23.96545154,-23.96545154,0,1.39E-11,0.000303005,0.9996934,3.67E-06,2
6045,-4.961233767,1,-4.905694776,1,-4.905694776,-1.289178749,-0.646095887,-0.301507512,1,6.11E-10,1.47E-06,0.99999666,1.82E-06,2
6047,-2.936076491,0.943087399,-2.936076491,0.943087399,-2.936076491,-1.036857123,-1.178401215,-1.178401215,0.849225879,2.56E-09,1.41E-06,0.9999982,4.00E-07,2
6052,0.227668583,0,0.227668583,0,0.227668583,1.559984807,1.07993517,1.07993517,0.790744781,2.20E-09,2.56E-07,0.9999988,8.82E-07,2
6056,-0.249204896,0.990689814,-0.249204896,0.990689814,-0.249204896,-0.046148946,-0.012306385,-0.012306385,0.995837271,1.62E-09,1.72E-06,0.9999974,9.44E-07,2
6067,-0.818396337,0,-0.818396337,0,-0.818396337,-0.821473121,-0.821473121,-0.821473121,0,1.70E-10,6.66E-08,0.9999999,5.84E-08,2
6069,-1.744640661,0.024407953,-1.744640661,0.024407953,-1.744640661,-1.744640661,-1.744640661,-1.744640661,0.234635413,1.78E-10,9.66E-06,0.99998784,2.55E-06,2
6074,-1.753873829,0.223117679,-1.753873829,0.223117679,-1.753873829,-2.914518263,-3.123953976,-3.096232791,0.163354725,5.29E-11,1.15E-06,0.99999857,2.28E-07,2
6080,1.359955277,0,1.359955277,0,1.359955277,3.706239864,3.718566461,3.718566461,0,1.18E-12,7.20E-08,0.9999999,8.05E-10,2
6091,-1.907765088,0.38787514,-1.907765088,0.38787514,-1.907765088,-1.907765088,-1.907765088,-1.907765088,0.38787514,8.77E-12,3.65E-07,0.99999964,8.64E-09,2
6096,-0.316890663,0,-0.744552586,0.002827748,-0.744552586,-0.744552586,-0.744552586,-0.744552586,0.038558919,1.97E-11,9.20E-08,0.9999999,3.50E-09,2
6098,-0.046148946,0.990689814,-0.046148946,0.990689814,-0.046148946,-0.852241642,-1.203018132,-1.203018132,0.995837271,1.53E-10,3.54E-08,0.9999999,2.53E-08,2
6106,0.723015099,0.887295485,0.723015099,0.887295485,0.723015099,0.726091883,0.726091883,0.726091883,0.88441962,1.76E-10,1.88E-06,0.9999981,3.74E-08,2
6110,-4.609545432,0.951185524,-4.97357641,0.953869879,-4.97357641,-8.028824565,-14.78314927,-14.78314927,0.995837271,1.11E-09,7.48E-08,0.99999976,1.89E-07,2
6116,5.439642885,0.163354725,5.439642885,0.163354725,5.742271681,11.39856583,13.91948588,14.9599757,0.169521064,1.05E-09,2.52E-05,0.9999685,6.31E-06,2
6128,-0.156906555,1,-0.156906555,1,-0.156906555,1.356877981,1.359955277,1.359955277,1,1.18E-10,1.96E-06,0.999998,8.98E-08,2
6133,0.086144714,1,0.086144714,1,0.086144714,0.086144714,0.086144714,0.086144714,1,1.52E-10,1.04E-06,0.99999785,1.07E-06,2
6134,1.76618472,0,1.76618472,0,1.76618472,1.76618472,1.76618472,1.76618472,0,5.06E-09,3.78E-07,0.9999995,1.53E-07,2
6135,2.027807542,1,2.027807542,1,2.027807542,2.169405323,-0.363040223,-0.363040223,1,6.51E-09,1.97E-07,0.99999964,1.73E-07,2
6137,-1.729252218,0.031522881,-1.729252218,0.031522881,-1.541520007,-4.591039149,-7.347207219,-7.347207219,1,3.55E-08,1.17E-05,0.999982,6.29E-06,2
6142,-3.472060141,0.895872116,-3.472060141,0.893021643,-3.472060141,-3.453574002,-3.453574002,-3.453574002,0.869910777,9.99E-11,3.53E-07,0.9999995,1.13E-07,2
6144,-0.50456686,0.617401898,-0.50456686,0.617401898,-0.50456686,0.101527711,0.101527711,0.101527711,0.959216416,1.86E-09,5.63E-06,0.99997604,1.83E-05,2
6153,-2.009339157,0,-2.009339157,0,-2.009339157,-1.563062359,-1.563062359,-1.563062359,0.199662626,1.75E-09,2.44E-06,0.999997,5.90E-07,2
6161,-1.279947203,0.995837271,-1.279947203,0.995837271,-1.279947203,-0.695324044,-0.338427104,-0.338427104,0.918378234,1.61E-10,1.54E-09,1,6.29E-09,2
6172,-0.344580373,0.099681988,-0.159983158,0.099681988,-0.159983158,-0.156906555,-0.156906555,-0.156906555,0.463076323,3.80E-10,3.54E-07,0.99999964,2.25E-08,2
6204,24.17264379,0.541229308,24.17264379,0.541229308,25.69596035,32.12814382,29.22674492,29.22674492,0.48542136,2.71E-08,3.99E-06,0.99999464,1.38E-06,2
6206,-1.249175353,0,-1.249175353,0,-0.876856596,4.304241617,4.711335449,4.711335449,0,2.52E-09,5.04E-08,0.99999976,2.14E-07,2
6207,0.11383411,0,0.11383411,0,0.11383411,0.11383411,0.11383411,0.11383411,0,6.79E-10,4.23E-07,0.9999995,6.62E-08,2
6226,-1.670776681,0.993267,-1.670776681,0.993267,-2.000104965,-2.809812014,-1.98163658,-1.98163658,0.964533627,1.21E-08,1.25E-05,0.99998367,3.78E-06,2
6227,41.54418572,0.961878657,41.54418572,0.961878657,43.96043349,94.76379131,108.9042355,108.9042355,0.918378234,5.99E-13,5.69E-08,0.99999976,2.04E-07,2
6230,0.65532611,0,0.65532611,0,0.65532611,0.65532611,0.65532611,0.65532611,0,3.01E-13,2.85E-08,0.999997,2.99E-06,2
6231,-12.43101182,1,-13.14613741,1,-13.14613741,-16.39130439,-16.39130439,-16.39130439,0.998400807,5.80E-06,1.48E-06,0.99999225,4.53E-07,2
6238,-1.510745511,0.138386071,-1.510745511,0.138386071,-1.510745511,-0.981471685,-0.375346803,-0.375346803,0.187718421,0.005882216,0.000272078,0.9936299,0.000215785,2
6250,-4.39058037,0.553659856,-4.39058037,0.553659856,-4.39058037,-3.428926614,-3.428926614,-3.428926614,0.545390606,4.50E-05,1.66E-05,0.99989915,3.92E-05,2
6252,1.356877981,1,1.356877981,1,1.356877981,1.110705569,0.415343329,0.415343329,1,0.012519954,0.000887066,0.98651296,7.99E-05,2
6255,-17.70273351,0.217307001,-17.70273351,0.217307001,-16.25164075,-11.27986601,-10.90838561,-10.90838561,0.187718421,0.000359656,5.80E-06,0.9996313,3.27E-06,2
6262,-0.264588005,0.878642201,-0.264588005,0.878642201,-0.264588005,0.596868071,0.541487199,0.541487199,0.878642201,3.46E-05,1.01E-06,0.999962,2.40E-06,2
6271,-0.039995752,0.993267,-0.039995752,0.993267,-0.039995752,-0.039995752,-0.039995752,-0.039995752,0.993267,7.56E-11,2.97E-09,1,4.63E-12,2
6276,-0.409190017,1,-0.409190017,1,-0.726091883,-0.012306385,0.63686562,0.63686562,1,1.45E-11,3.82E-11,1,5.25E-12,2
6279,2.689716811,1,2.689716811,1,2.689716811,3.475141107,4.143918704,4.187080228,1,2.91E-10,2.51E-10,1,2.35E-12,2
6282,1.1660928,0,1.1660928,0,1.1660928,0.48918341,0.067685126,-0.030765961,0,4.76E-13,1.62E-10,1,4.37E-11,2
6283,0.793781639,0.368129671,0.793781639,0.368129671,0.793781639,0.65532611,0.65532611,0.65532611,0.407244176,2.22E-10,3.86E-10,1,8.69E-10,2
6292,42.90926681,1,42.90926681,1,42.90926681,42.28448345,36.95994013,36.95994013,1,3.45E-10,1.23E-08,1,1.08E-09,2
6295,0.919933106,0.758484423,0.919933106,0.758484423,1.144553264,1.599992472,1.44304278,1.44304278,0.758484423,1.85E-08,4.72E-09,1,1.24E-09,2
6297,-0.01538298,0,-0.01538298,0,-0.01538298,-0.01538298,-0.01538298,-0.01538298,0,5.45E-13,3.54E-14,0.99999535,4.65E-06,2
6299,1.72001905,0,1.72001905,0,1.72001905,1.72001905,1.72001905,1.72001905,0,1.36E-15,2.25E-16,0.9999999,1.33E-07,2
6301,6.858184404,0.951185524,6.855090464,0.765023112,6.855090464,6.177906787,6.177906787,6.177906787,1,2.02E-16,7.54E-17,1,2.47E-08,2
6304,-1.76618472,0,-1.76618472,0,-1.76618472,-1.76618472,-1.76618472,-1.76618472,0.332574993,1.68E-14,7.18E-14,0.9999981,1.93E-06,2
6305,39.25498957,1,38.90956354,1,38.90956354,3.358067805,-13.62690061,-13.62690061,1,1.16E-15,7.31E-17,1,2.22E-08,2
6307,-0.279971113,0,-0.279971113,0,-0.279971113,1.941622599,1.298410381,1.298410381,0.066202387,2.81E-13,4.83E-16,0.99999857,1.46E-06,2
6329,-1.421501367,0.904373348,-1.421501367,0.904373348,-1.421501367,0.141523532,0.141523532,0.141523532,0.904373348,1.08E-11,4.74E-15,0.9999989,1.06E-06,2
6335,-0.584561191,1,-0.584561191,1,-0.98454864,-0.77532068,-0.036919155,0.089221312,1,1.01E-13,1.08E-14,1,8.77E-09,2
6345,-2.834448136,0.904373348,-2.834448136,0.904373348,-2.834448136,-2.899119918,-2.899119918,-2.899119918,0.993267,2.69E-09,8.66E-09,1,3.95E-11,2
6346,-2.070901465,0,-2.027807542,0,-2.027807542,-1.972402558,-1.972402558,-1.972402558,0,4.55E-12,4.00E-14,0.9999993,7.03E-07,2
6359,3.050031954,1,2.991513056,1,2.991513056,2.412608412,2.674320686,2.674320686,1,7.42E-11,1.69E-10,0.99999666,3.35E-06,2
6367,54.8154587,0.837204337,54.86560088,0.869910777,54.86560088,55.68375583,55.90725152,55.90725152,0.993267,5.20E-09,3.37E-10,0.9999728,2.71E-05,2
6372,-1.907765088,0,-1.907765088,0,-1.907765088,-1.907765088,-1.904687195,-1.904687195,0,2.70E-10,2.45E-09,0.9977245,0.002275497,2
6392,-0.904548589,1,-0.904548589,1,-0.904548589,1.599992472,1.495358433,1.495358433,1,2.84E-14,3.95E-15,0.99999106,8.99E-06,2
