No.,0_Steering_Wheel,1_Throttle,3_Steering_Wheel,4_Throttle,6_Steering_Wheel,105_Steering_Wheel,144_Steering_Wheel,147_Steering_Wheel,148_Throttle,P_vector_1,P_vector_2,P_vector_3,P_vector_4,Emotion_Real
2738,-2.154013807,0,-2.089370533,0,-2.089370533,-2.049354504,-2.049354504,-2.049354504,0,1.61E-13,1,4.22E-12,1.29E-12,1
2751,-0.009229788,1,-0.009229788,1,-0.009229788,-0.009229788,-0.009229788,-0.009229788,1,5.52E-15,1,1.64E-12,1.58E-13,1
2752,-0.22459197,0.765023112,-0.22459197,0.765023112,-0.22459197,-0.203055678,-0.199979065,-0.199979065,0.679931283,2.07E-14,1,1.29E-09,2.87E-12,1
2754,-1.76618472,0.79391247,-1.76618472,0.79391247,-1.76618472,-1.76618472,-1.769262443,-1.769262443,0.679931283,1.21E-08,0.9998852,0.000114782,4.67E-10,1
2755,-1.024549134,0.524402857,-1.024549134,0.524402857,-1.024549134,-1.221480969,-1.221480969,-1.221480969,0.53285265,1.01E-07,0.9999001,9.90E-05,7.76E-07,1
2757,-0.236898422,0.240343273,-0.236898422,0.240343273,-0.046148946,0.630712138,0.455339982,0.455339982,0.643682837,4.06E-19,1,4.35E-22,2.43E-18,1
2760,-0.196902451,0.672789395,-0.196902451,0.672789395,-0.196902451,-0.396883394,-0.541487199,-0.541487199,0.672789395,1.46E-13,1,2.63E-12,5.73E-13,1
2763,-2.591183933,0.586063266,-2.418765906,0.586063266,-2.418765906,-1.673854403,-1.199941007,-1.199941007,0.617401898,2.83E-14,1,8.71E-10,2.58E-11,1
2764,-0.763013459,0.38787514,-0.763013459,0.38787514,-0.763013459,0.430726608,0.430726608,0.427649952,0,1.11E-14,1,1.02E-11,7.04E-13,1
2769,-3.527519582,0,-3.527519582,0,-3.579900105,-2.5049727,-1.821584754,-1.815429138,0,6.95E-13,1,5.87E-13,2.45E-12,1
2783,-1.84620739,0.923923969,-1.95085645,0.923923969,-1.95085645,-1.646155923,-2.135544056,-2.135544056,0.923923969,6.08E-14,1,3.47E-11,5.38E-13,1
2784,2.680479033,0.840223789,2.63737043,0.840223789,2.63737043,-1.255329689,-3.009992367,-3.009992367,0.840223789,4.61E-13,1,1.13E-10,3.20E-13,1
2785,1.098397409,0,1.098397409,0,1.098397409,1.098397409,1.098397409,1.098397409,0,1.20E-09,1,4.66E-08,3.72E-11,1
2787,0.953779179,0.907190621,0.953779179,0.907190621,0.953779179,2.021651414,1.990870772,1.990870772,0.921155095,4.63E-12,1,2.22E-15,5.41E-15,1
2792,0.526103706,1,0.526103706,1,0.526103706,0.532257103,-0.199979065,-0.199979065,1,1.10E-15,1,3.63E-21,1.61E-18,1
2799,1.09224333,0.718296468,1.09224333,0.718296468,1.09224333,0.858395381,0.424573296,0.424573296,0.643682837,7.67E-10,1,7.05E-12,1.30E-11,1
2801,9.615570658,0.53285265,8.990800279,0.53285265,8.990800279,5.643440403,5.584765818,5.584765818,0.53285265,5.43E-14,1,1.78E-15,3.89E-15,1
2807,-1.809273522,0.132041946,-1.809273522,0.332574993,-1.809273522,-2.049354504,-2.169405323,-2.157092042,0.545390606,3.94E-08,1,1.56E-12,2.49E-11,1
2814,0.190749225,0.895872116,0.190749225,0.895872116,0.190749225,0.012306385,0.009229788,0.009229788,0.934920907,9.06E-11,1,9.16E-12,2.22E-13,1
2816,-2.354113584,0.651041925,-2.354113584,0.651041925,-2.354113584,-2.397214848,-2.397214848,-2.397214848,0.651041925,2.60E-11,1,1.48E-11,4.05E-13,1
2818,-0.046148946,0.651041925,-0.046148946,0.65834552,-0.046148946,-0.058455335,-0.18459602,-0.230745196,0.65834552,3.53E-09,1,6.65E-09,1.44E-10,1
2819,3.8664962,0.934920907,3.8664962,0.934920907,3.8664962,3.619957787,3.619957787,3.619957787,0.694058895,1.01E-09,1,2.23E-09,1.18E-11,1
2826,-1.92623262,0.052479357,-1.92623262,0.052479357,-1.92623262,-1.89237545,1.295333171,1.295333171,0.099681988,1.65E-09,1,4.18E-08,1.24E-10,1
2831,0.252281509,0,0.252281509,0,0.252281509,0.255358144,0.255358144,0.255358144,0,4.84E-10,1,1.32E-08,1.47E-11,1
2833,2.027807542,0.998400807,2.027807542,0.998400807,1.984714644,1.239943891,1.236866681,1.236866681,1,3.14E-10,1,4.51E-08,1.93E-10,1
2839,-0.766090243,0,-0.766090243,0,-0.766090243,-1.452274924,-1.406114716,-1.406114716,0,8.33E-09,0.9999691,3.08E-05,7.48E-11,1
2840,-0.42149664,0,-0.42149664,0,-0.42149664,-0.42149664,-0.42149664,-0.42149664,0,2.15E-06,0.9999902,7.67E-06,3.26E-10,1
2841,-0.132293725,1,-0.132293725,1,-0.132293725,-0.009229788,-0.009229788,-0.009229788,1,1.36E-05,0.9998511,0.000135303,3.62E-09,1
2848,2.0739797,0,2.0739797,0,2.0739797,2.277149518,2.227894175,2.227894175,0,1.85E-06,0.9999981,4.36E-10,6.97E-12,1
2852,-0.42149664,0,-0.42149664,0,-0.42149664,-0.42149664,-0.42149664,-0.42149664,0,2.41E-07,0.99999976,7.22E-13,2.80E-11,1
2853,-2.452632294,0.945794284,-2.452632294,0.945794284,-2.452632294,-0.073838321,0.430726608,0.430726608,0.943087399,2.39E-07,0.9999069,8.99E-05,2.98E-06,1
2855,-0.443033274,1,-0.443033274,1,-0.424573296,-0.036919155,-0.092297914,-0.092297914,1,1.79E-05,0.9998362,0.00014531,4.20E-07,1
2862,-9.105743809,0.3976174,-9.105743809,0.3976174,-9.727561595,-5.485955708,-3.524438274,-3.524438274,0.977700114,2.34E-12,1,6.44E-15,6.44E-12,1
2866,0.516873611,0.790744781,0.516873611,0.800216854,0.516873611,0.433803306,-0.193825838,-0.255358144,0.800216854,4.42E-14,1,1.22E-13,1.07E-10,1
2870,-1.1660928,0.849225879,-1.707708329,0.858145058,-1.707708329,-2.230972581,-2.117074476,-2.117074476,0.78117913,2.65E-11,1,6.77E-10,3.19E-10,1
2880,-0.42149664,0,-0.42149664,0,-0.42149664,-0.42149664,-0.42149664,-0.42149664,0,2.41E-07,0.99998033,2.46E-06,1.69E-05,1
2885,3.056191838,0.929438055,3.056191838,0.929438055,3.139355051,2.874482772,2.689716811,2.689716811,0.929438055,3.02E-08,0.999964,1.78E-06,3.42E-05,1
2887,-5.041463507,0.024407953,-5.288373043,0.038558919,-5.288373043,-5.776247665,-5.776247665,-5.776247665,0.024407953,1.06E-09,0.9999949,8.78E-09,5.18E-06,1
2892,-0.221515357,0.861099899,-0.221515357,0.837204337,-0.221515357,-0.501490161,-0.713784705,-0.713784705,0,1.63E-11,1,3.78E-10,4.02E-08,1
2896,2.4464748,0.052479357,2.4464748,0.052479357,2.4464748,2.394136101,2.38490003,2.38490003,0.679931283,4.77E-12,1,4.63E-10,1.35E-10,1
2898,-1.907765088,0.463076323,-1.907765088,0.463076323,-1.95085645,-2.295620635,-2.295620635,-2.295620635,0.463076323,4.11E-09,0.9999962,7.04E-09,3.77E-06,1
2900,0.169212976,0.74194181,0.110757508,0.74194181,0.110757508,0.107680916,0.092297914,0.070761723,0.617401898,3.01E-11,1,9.18E-09,2.78E-08,1
2901,-0.196902451,0.038558919,-0.196902451,0.038558919,-0.196902451,-0.11383411,-0.033842558,0.153829953,0.65834552,5.05E-07,0.99999845,2.83E-09,1.07E-06,1
2907,8.007123283,0.251658976,8.823095202,0.251658976,8.823095202,15.76972492,16.08033438,15.89646106,0.199662626,6.43E-07,0.9999994,8.98E-10,5.70E-08,1
2915,-1.676931955,0.458544701,-1.676931955,0.704520822,-1.676931955,1.738485216,1.526132759,1.526132759,0.831137121,1.70E-08,0.9999999,4.95E-12,7.86E-08,1
2919,2.828289105,0.079733536,2.991513056,0,2.991513056,15.52275597,27.82960595,27.82960595,0,2.47E-09,1,8.28E-13,3.03E-09,1
2927,7.13669228,0.507278681,7.034558113,0.507278681,7.034558113,5.970869543,5.399507018,5.399507018,0.507278681,2.91E-10,1,3.21E-11,4.48E-10,1
2928,-2.471105288,0.679931283,-2.471105288,0.679931283,-2.471105288,-1.907765088,-1.886219663,-1.886219663,0.679931283,2.01E-06,0.9999957,1.91E-07,2.16E-06,1
2931,-2.234051157,0.621248782,-2.234051157,0.621248782,-2.234051157,-2.495736118,-2.495736118,-2.495736118,0.621248782,1.14E-05,0.9999883,2.31E-08,2.40E-07,1
2932,-2.606579375,0.812703788,-2.606579375,0.812703788,-2.606579375,-2.344877685,-2.147857166,-2.117074476,0.915593445,1.54E-10,1,7.44E-10,3.25E-09,1
2935,-0.42149664,0.609661818,-0.42149664,0.609661818,-0.375346803,-0.338427104,-0.11383411,-0.11383411,0.609661818,3.81E-07,0.9999988,6.54E-08,7.23E-07,1
2945,2.93299689,0.132041946,2.93299689,0.132041946,2.93299689,4.119255952,2.464947623,2.464947623,0.852208078,2.07E-06,0.999995,1.78E-07,2.73E-06,1
2947,-0.338427104,0.494233727,-0.338427104,0.494233727,-0.338427104,-0.199979065,-0.599944812,-0.599944812,0.494233727,2.93E-15,1,4.80E-13,6.32E-11,1
2948,-0.661479635,0.628794491,-0.661479635,0.628794491,-0.661479635,-0.661479635,-0.661479635,-0.661479635,0.718296468,2.61E-13,1,1.19E-14,1.06E-11,1
2949,6.406648044,0,6.406648044,0,6.406648044,3.555250327,2.939156091,2.939156091,0.010074752,8.61E-13,1,7.10E-13,2.25E-10,1
2952,-1.156861595,0.895872116,-1.156861595,0.895872116,-1.156861595,-0.60302151,0.830703728,0.830703728,0.893021643,8.11E-13,1,2.63E-12,7.47E-10,1
2962,2.406450918,0.65834552,2.406450918,0.65834552,2.406450918,2.794414694,2.794414694,2.794414694,0.890162826,3.91E-13,1,7.17E-13,6.89E-11,1
2966,0.218438743,0.038558919,0.218438743,0.038558919,0.218438743,0.218438743,0.218438743,0.218438743,0.052479357,1.68E-11,1,1.04E-11,6.77E-11,1
2970,6.292267856,0.768275976,6.292267856,0.768275976,7.158359421,2.585025926,2.489578282,2.32332748,0.828089178,2.27E-13,1,1.07E-13,2.99E-11,1
2977,-2.514209453,0.193708956,-2.514209453,0.193708956,-2.514209453,-2.514209453,-2.514209453,-2.514209453,0.53285265,3.80E-14,1,1.26E-16,5.67E-14,1
2982,-3.213281853,0.828089178,-3.213281853,0.828089178,-3.173237827,-2.606579375,-1.550752322,-1.550752322,0.828089178,8.33E-14,1,9.74E-16,1.66E-13,1
2983,-1.224558094,0.998400807,-1.224558094,0.998400807,-1.224558094,-0.446109972,0.307660759,0.307660759,0.998400807,2.37E-14,1,1.45E-15,4.05E-13,1
2985,1.873908089,0.106241122,1.873908089,0.106241122,1.873908089,1.873908089,1.873908089,1.873908089,0.636267304,9.68E-15,1,8.89E-17,1.35E-13,1
2986,-0.092297914,0.651041925,-0.092297914,0.651041925,-0.092297914,0.052302141,0.052302141,0.052302141,0.65834552,8.76E-15,1,1.08E-16,8.52E-14,1
2995,2.73282678,0.093078084,2.73282678,0.093078084,2.73282678,1.972402558,1.972402558,1.972402558,0.045544166,6.27E-15,1,3.02E-17,1.27E-13,1
2997,-1.82774037,0.628794491,-1.82774037,0.628794491,-1.82774037,-1.82774037,-1.689242505,-1.689242505,0.636267304,6.32E-09,0.99999726,6.95E-07,1.98E-06,1
3004,3.897317129,0.217307001,3.897317129,0.217307001,3.897317129,9.425872726,13.3911425,13.3911425,0.010074752,1.48E-07,0.99998593,3.44E-07,1.36E-05,1
3006,-0.26151137,0,-0.26151137,0,-0.26151137,-0.26151137,-0.26151137,-0.26151137,0,3.06E-12,1,1.45E-14,6.94E-12,1
3009,-0.279971113,0,-0.279971113,0,-0.279971113,-0.276894478,-0.276894478,-0.276894478,0,7.10E-11,1,1.28E-09,1.70E-09,1
3011,1.212249508,0.144688889,1.212249508,0.144688889,1.212249508,1.212249508,1.015318271,1.599992472,0.144688889,6.17E-10,1,1.26E-08,8.90E-10,1
3013,0.69224726,0.784378171,0.69224726,0.784378171,0.69224726,0.006153192,-0.046148946,-0.046148946,0.65834552,1.77E-20,1,1.17E-14,6.38E-15,1
3014,16.75032436,0.217307001,16.75032436,0.217307001,16.75032436,13.2497704,3.8017744,3.8017744,0.268388242,5.48E-21,1,1.62E-15,9.98E-16,1
3015,15.08634585,0.228893682,15.08634585,0.228893682,13.61432273,7.025274244,6.904593507,6.904593507,0.193708956,2.92E-22,1,1.91E-15,1.27E-14,1
3021,0.689170519,0,0.689170519,0,0.689170519,0.689170519,0.689170519,0.689170519,0,1.00E-22,1,3.57E-16,4.01E-12,1
3028,-0.178442794,0.687020838,-0.178442794,0.687020838,-0.16305976,-0.13844693,-0.723015099,-0.723015099,0.545390606,1.19E-23,1,1.02E-15,7.53E-14,1
3032,4.325825452,0.849225879,4.325825452,0.849225879,4.325825452,4.230243459,3.693913609,3.693913609,0.800216854,2.48E-18,1,1.13E-10,7.41E-11,1
3033,-1.78772895,0.601859391,-1.78772895,0.601859391,-1.78772895,-1.969324494,-1.652311027,-1.652311027,0.601859391,4.96E-12,0.999987,1.30E-05,4.29E-08,1
3037,-1.187632591,0.869910777,-1.187632591,0.869910777,-1.187632591,-0.741475802,0.381500115,0.381500115,0.861099899,2.11E-20,1,3.95E-17,6.43E-10,1
3038,0.190749225,0.181690574,0.412266673,0.169521064,0.412266673,0.393806738,-0.018459576,-0.13844693,0,1.20E-18,1,6.93E-17,1.30E-12,1
3039,-2.363349484,0.929438055,-2.363349484,0.929438055,-2.363349484,-2.049354504,-1.62769044,-1.62769044,0.907190621,1.67E-16,1,1.18E-14,4.31E-12,1
3045,-0.399960007,0.440203071,-0.399960007,0.440203071,-0.399960007,0.129217122,0.132293725,0.132293725,0.502949893,1.61E-18,1,1.26E-14,1.59E-12,1
3051,-1.82774037,0,-1.82774037,0,-1.82774037,-1.593837367,-1.593837367,-1.593837367,0.904373348,3.77E-21,1,4.47E-15,8.01E-15,1
3056,2.474184035,0.515878677,2.474184035,0.515878677,2.474184035,1.867752303,2.209423913,2.209423913,0.515878677,4.33E-05,0.99995244,4.33E-06,1.38E-08,1
3057,-0.095374517,0,-0.095374517,0,-0.095374517,0.449186628,0.449186628,0.449186628,0.273901016,9.16E-15,1,8.64E-14,1.12E-10,1
3059,0.209208904,0.70104605,0.209208904,0.70104605,0.209208904,0.006153192,-0.341503738,-0.341503738,0.70104605,6.37E-16,1,3.13E-15,7.46E-12,1
3062,-1.689242505,0.601859391,-1.689242505,0.601859391,-1.689242505,-2.030885777,-2.030885777,-1.969324494,0.601859391,4.60E-14,0.99999976,1.69E-08,2.08E-07,1
3063,1.806195628,0,1.738485216,0,1.738485216,0.815319468,0.735322234,0.735322234,0,6.43E-12,1,8.76E-13,2.89E-10,1
3065,2.406450918,0.515878677,2.406450918,0.515878677,2.406450918,2.046276269,1.800040183,1.800040183,0,2.07E-19,1,2.77E-15,2.21E-10,1
3066,-0.42149664,0,-0.42149664,0,-0.42149664,-0.42149664,-0.42149664,-0.42149664,0,3.30E-19,1,2.38E-16,1.57E-10,1
3067,0.526103706,0.679931283,0.526103706,0.679931283,0.526103706,0.332273835,0.13844693,0.13844693,0.3976174,6.44E-17,1,6.17E-16,2.13E-09,1
3070,-0.735322234,0,-0.735322234,0,-0.735322234,-1.307642013,-1.483048737,-1.369187079,0,5.55E-21,1,9.85E-16,1.62E-13,1
3071,0.027689366,0.119227514,0.027689366,0.169521064,0.027689366,0.012306385,0.012306385,0.012306385,0.199662626,1.83E-23,1,1.93E-19,7.58E-19,1
3077,-1.704630777,0,-1.704630777,0,-1.523055207,1.359955277,1.969324494,1.963168536,0,7.86E-21,1,4.71E-15,6.65E-16,1
3079,-1.747718384,0.472076327,-1.747718384,0.472076327,-1.910842982,-1.132244934,-0.584561191,0.046148946,0.545390606,2.92E-15,1,1.00E-12,2.68E-10,1
3082,-1.070704136,0.48099345,-1.135322059,0.363129735,-1.135322059,0.439956618,0.396883394,0.396883394,0,3.13E-18,1,6.04E-10,1.65E-13,1
3088,-1.184555466,0,-1.184555466,0,-1.184555466,-1.184555466,-1.184555466,-1.184555466,0,1.12E-17,1,1.08E-09,1.91E-12,1
3092,0.193825838,0.790744781,0.193825838,0.790744781,0.193825838,-2.209423913,-2.640449689,-2.640449689,0.790744781,2.07E-19,1,8.11E-12,6.58E-16,1
3098,-0.252281509,0.045544166,-0.252281509,0.045544166,-0.252281509,-0.252281509,-0.252281509,-0.252281509,0.045544166,2.78E-20,1,6.89E-12,1.19E-15,1
3099,-0.464569993,0.909999669,-0.286124361,0.909999669,-0.286124361,1.239943891,1.212249508,1.212249508,0.895872116,7.66E-19,1,2.98E-12,2.60E-14,1
3101,0.719938315,0.858145058,0.719938315,0.858145058,0.719938315,2.939156091,3.764792562,3.764792562,0.70104605,4.82E-13,1,5.66E-10,9.37E-10,1
3117,0.209208904,0.790744781,0.209208904,0.790744781,0.252281509,-2.640449689,-2.640449689,-2.640449689,0.790744781,4.96E-12,1,5.00E-18,5.47E-09,1
3121,1.439965399,0.066202387,1.439965399,0.066202387,1.439965399,1.439965399,1.439965399,1.439965399,0.515878677,1.79E-12,1,1.07E-09,5.03E-08,1
3124,0.999933413,0,0.999933413,0,0.999933413,0.999933413,0.953779179,0.953779179,0.617401898,2.38E-14,1,3.72E-10,6.30E-10,1
3125,0.689170519,0,0.689170519,0,0.689170519,0.689170519,0.689170519,0.689170519,0,1.42E-21,1,1.42E-15,9.51E-16,1
3131,9.503608399,0.78117913,9.503608399,0.78117913,9.503608399,19.97630632,24.73289892,24.73289892,0.972454965,1.18E-20,1,3.55E-15,6.72E-13,1
3133,8.475447221,1,8.475447221,1,8.475447221,8.478550038,8.478550038,8.478550038,1,3.42E-20,1,5.92E-18,4.43E-14,1
3141,0.095374517,0.502949893,0.095374517,0.502949893,0.095374517,0.107680916,0.107680916,0.107680916,0.711433172,1.08E-20,1,1.74E-17,1.37E-14,1
3143,0.270741252,0.463076323,-0.181519407,0.463076323,-0.181519407,-0.276894478,-0.276894478,-0.276894478,0.449417353,1.19E-20,1,1.09E-14,1.61E-14,1
3146,-1.449197543,0.711433172,-1.258406899,0.711433172,-1.258406899,0.289200995,1.800040183,1.800040183,0.711433172,5.46E-18,1,1.65E-11,7.30E-13,1
3149,49.57565287,0.295663983,48.80289846,0.257267594,48.80289846,42.16513425,32.6333977,32.6333977,0.273901016,1.77E-21,1,2.13E-14,6.18E-15,1
3152,0.695324044,0.665594399,0.695324044,0.665594399,0.695324044,0.276894478,-0.116910713,-0.116910713,0.378052771,5.27E-19,1,2.09E-12,4.85E-13,1
3157,-0.689170519,0.621248782,-0.689170519,0.621248782,-0.689170519,-0.129217122,-0.129217122,-0.129217122,0.002827748,1.36E-16,1,2.83E-10,5.34E-11,1
3164,-0.584561191,0.784378171,-0.584561191,0.784378171,-0.584561191,0.590714631,0.938394577,0.938394577,0.784378171,6.49E-18,1,6.12E-13,9.84E-13,1
3166,0.676863426,0.687020838,0.676863426,0.687020838,0.196902451,0.181519407,1.190709631,1.289178749,0.382976413,4.93E-19,1,3.01E-13,4.25E-14,1
3171,2.588105015,0.3976174,2.588105015,0.3976174,2.588105015,1.858518793,0.932240754,0.932240754,0.751901269,3.45E-19,1,4.22E-15,2.80E-12,1
3172,-5.124787187,0.790744781,-5.124787187,0.790744781,-4.723674336,-4.489262448,-6.932441017,-7.489658206,0.895872116,3.17E-20,1,3.79E-15,1.78E-15,1
3173,3.6014696,0.98551482,3.6014696,0.98551482,3.6014696,5.384070776,5.841115934,5.841115934,0.977700114,3.52E-17,1,4.01E-10,2.53E-11,1
3177,-3.475141107,0.157172695,-3.475141107,0.157172695,-3.475141107,-3.475141107,-3.475141107,-3.475141107,1,4.56E-17,1,1.57E-09,4.89E-08,1
3184,-0.13844693,0.665594399,-0.13844693,0.665594399,-0.13844693,0.055378738,0.236898422,0.236898422,0.665594399,8.18E-19,1,1.09E-13,5.49E-14,1
3186,2.85908477,0.273901016,2.85908477,0.273901016,2.85908477,3.093152849,3.093152849,3.093152849,0.831137121,9.79E-11,1,5.09E-15,1.06E-09,1
3187,-1.304564802,1,-1.304564802,1,-1.304564802,-2.055510803,-2.150935401,-2.150935401,1,6.79E-09,0.9999999,4.19E-13,1.23E-07,1
3191,-2.049354504,0,-2.049354504,0,-2.049354504,-2.049354504,-2.027807542,-2.012417222,0,4.37E-05,0.99988055,1.86E-06,7.37E-05,1
3197,0.218438743,0.223117679,0.218438743,0.223117679,0.218438743,0.22459197,0.22459197,0.22459197,0.268388242,2.19E-20,1,2.34E-18,6.02E-13,1
3198,-2.267914131,0.79391247,-2.267914131,0.79391247,-2.270992536,1.156861595,1.44304278,1.44304278,0.78117913,1.07E-10,1,1.91E-21,2.06E-16,1
3201,3.16707726,0.024407953,3.16707726,0.024407953,3.321099624,3.715484811,3.398117976,3.398117976,0.024407953,1.03E-14,1,3.90E-09,8.11E-10,1
3207,-1.246098227,1,-1.246098227,1,-0.658402894,-1.273792782,-1.243021017,-1.243021017,0.831137121,2.82E-15,1,5.61E-08,2.07E-11,1
3208,-10.59960888,0,-10.59960888,0,-10.59960888,-21.37629683,-11.70798989,-11.70798989,0.031522881,1.73E-15,1,5.19E-09,9.88E-13,1
3209,0.412266673,0,0.412266673,0,0.412266673,0.412266673,-2.104761537,-2.104761537,0.059365198,4.09E-18,1,1.46E-11,1.07E-10,1
3211,-0.156906555,0.861099899,-0.156906555,0.861099899,-0.156906555,-0.255358144,-0.21536213,-0.21536213,0.861099899,1.02E-16,1,1.62E-10,6.29E-14,1
3212,0.067685126,0.651041925,0.067685126,0.651041925,0.067685126,0.270741252,0.190749225,0.190749225,0.651041925,1.64E-19,1,3.96E-12,2.52E-15,1
3224,17.9070674,0.601859391,17.9070674,0.601859391,17.9070674,18.36424946,18.36424946,18.36424946,0.872830033,2.91E-18,1,1.17E-11,5.68E-14,1
3229,0.076914918,0.449417353,0.076914918,0.449417353,0.076914918,-0.132293725,-0.390730082,-0.461493294,0,1.16E-19,1,6.27E-14,2.26E-13,1
3235,0.218438743,0.541229308,0.218438743,0.541229308,0.218438743,-1.920076833,-2.486499364,-2.486499364,0.507278681,3.85E-18,1,9.85E-13,3.80E-13,1
3239,-3.259488493,0.70104605,-3.259488493,0.70104605,-3.259488493,-3.259488493,-3.241005769,-3.241005769,0.70104605,5.32E-20,1,1.03E-13,1.42E-14,1
3242,4.91495099,0.507278681,4.91495099,0.507278681,5.177254431,5.884364178,5.865829216,5.865829216,0.472076327,2.46E-18,1,1.05E-12,2.77E-14,1
3243,0.267664618,0.636267304,0.267664618,0.636267304,0.255358144,0.190749225,0.073838321,0.073838321,0.636267304,3.28E-16,1,3.77E-11,9.44E-13,1
3247,-0.323043932,0.735244751,-0.323043932,0.735244751,-0.323043932,-0.323043932,-0.323043932,-0.323043932,0.679931283,6.35E-19,1,2.02E-13,1.50E-13,1
3255,0.556870734,0,0.556870734,0,0.556870734,0.273817865,-0.735322234,-0.735322234,0,4.96E-17,1,1.94E-11,9.92E-13,1
3256,0.193825838,0.790744781,0.193825838,0.790744781,0.193825838,-0.058455335,-2.640449689,-2.640449689,0.790744781,8.94E-07,0.99996495,2.13E-10,3.41E-05,1
3259,-0.252281509,0.895872116,-0.252281509,0.895872116,-0.252281509,-0.246128283,-0.239975035,-0.239975035,0.711433172,2.33E-17,1,3.00E-11,4.24E-13,1
3260,17.26908478,0.268388242,17.26908478,0.268388242,17.26908478,18.36424946,18.36424946,18.36424946,0.831137121,3.28E-18,1,3.31E-12,1.75E-12,1
3267,2.22481577,0.679931283,2.311013346,0.679931283,2.311013346,2.646607866,2.63737043,2.63737043,0.679931283,1.25E-17,1,3.80E-13,2.06E-14,1
3268,44.30532417,0.407244176,44.30532417,0.407244176,44.30532417,46.09925773,45.90282428,45.84511079,0.052479357,3.14E-17,1,1.56E-12,2.04E-13,1
3274,0.689170519,0,0.689170519,0,0.689170519,0.689170519,0.689170519,0.689170519,0,1.65E-19,1,8.24E-15,4.91E-14,1
3279,0.092297914,0.704520822,0.092297914,0.704520822,0.092297914,0.110757508,0.190749225,0.190749225,0.694058895,7.29E-16,1,3.47E-12,3.97E-12,1
3282,-0.356886954,0.636267304,-0.356886954,0.636267304,-0.279971113,1.052242067,0.913779282,0.913779282,0.636267304,4.41E-15,1,8.98E-12,1.60E-12,1
3284,-0.42149664,0,-0.42149664,0,-0.42149664,-0.42149664,-0.42149664,-0.42149664,0,3.58E-15,1,1.00E-11,5.14E-13,1
3290,-1.821584754,0.138386071,-1.821584754,0.138386071,-1.821584754,-1.833895987,-1.833895987,-1.867752303,0.211461216,2.39E-10,0.9999999,1.08E-07,1.34E-08,1
3291,2.089370533,0.93765074,2.089370533,0.93765074,2.541919883,3.053111896,2.936076491,2.936076491,0.934920907,1.76E-11,1,1.09E-09,2.00E-09,1
3298,-1.633845544,0.617401898,-1.633845544,0.617401898,-1.633845544,-1.667699129,-1.73232977,-1.73232977,0.621248782,6.47E-20,1,4.02E-18,8.32E-11,1
3302,0.904548589,0.943087399,0.904548589,0.943087399,0.904548589,0.92608693,-0.855318511,-0.855318511,0.940372884,1.03E-14,1,1.44E-12,3.23E-11,1
3307,-7.712697081,0.953869879,-7.712697081,0.953869879,-7.712697081,-3.999033399,-3.962044734,-3.962044734,0.953869879,3.70E-13,1,1.93E-10,3.47E-10,1
